unit,region,frequency,version,date,fuel_sector,value
t/day,EU,daily,0.2,2023-07-29,Total - All,6504121.12742816
t/day,EU,daily,0.2,2023-07-30,Total - All,6368407.5308632
t/day,EU,daily,0.2,2023-07-31,Total - All,6536415.99342672
t/day,EU,daily,0.2,2023-08-01,Total - All,6558407.97954146
t/day,EU,daily,0.2,2023-08-02,Total - All,6511741.16882882
t/day,EU,daily,0.2,2023-08-03,Total - All,6494278.39136943
t/day,EU,daily,0.2,2023-08-04,Total - All,6662184.95763671
t/day,EU,daily,0.2,2023-08-05,Total - All,6338246.46868403
t/day,EU,daily,0.2,2023-08-06,Total - All,6214970.90292824
t/day,EU,daily,0.2,2023-08-07,Total - All,6413458.22484341
t/day,EU,daily,0.2,2023-08-08,Total - All,6509785.07517973
t/day,EU,daily,0.2,2023-08-09,Total - All,6682523.97585879
t/day,EU,daily,0.2,2023-08-10,Total - All,6699641.95166531
t/day,EU,daily,0.2,2023-08-11,Total - All,6624415.98950581
t/day,EU,daily,0.2,2023-08-12,Total - All,6285277.76296896
t/day,EU,daily,0.2,2023-08-13,Total - All,6236554.75473475
t/day,EU,daily,0.2,2023-08-14,Total - All,6506012.83592088
t/day,EU,daily,0.2,2023-08-15,Total - All,6462922.110009
t/day,EU,daily,0.2,2023-08-16,Total - All,6753943.37192642
t/day,EU,daily,0.2,2023-08-17,Total - All,6742797.88089476
t/day,EU,daily,0.2,2023-08-18,Total - All,6670008.38806245
t/day,EU,daily,0.2,2023-08-19,Total - All,6404607.70046523
t/day,EU,daily,0.2,2023-08-20,Total - All,6410377.35180766
t/day,EU,daily,0.2,2023-08-21,Total - All,6963400.56210034
t/day,EU,daily,0.2,2023-08-22,Total - All,7146967.93637221
t/day,EU,daily,0.2,2023-08-23,Total - All,7263325.89316942
t/day,EU,daily,0.2,2023-08-24,Total - All,7278442.3542886
t/day,EU,daily,0.2,2023-08-25,Total - All,7129063.15113975
t/day,EU,daily,0.2,2023-08-26,Total - All,6642878.15343803
t/day,EU,daily,0.2,2023-08-27,Total - All,6521343.46173366
t/day,EU,daily,0.2,2023-08-28,Total - All,6983233.5352372
t/day,EU,daily,0.2,2023-08-29,Total - All,7172543.28357704
t/day,EU,daily,0.2,2023-08-30,Total - All,7120299.2462954
t/day,EU,daily,0.2,2023-08-31,Total - All,6965396.77272234
t/day,EU,daily,0.2,2023-09-01,Total - All,7222819.64824778
t/day,EU,daily,0.2,2023-09-02,Total - All,6842168.56665167
t/day,EU,daily,0.2,2023-09-03,Total - All,6677963.81018506
t/day,EU,daily,0.2,2023-09-04,Total - All,7041822.52048869
t/day,EU,daily,0.2,2023-09-05,Total - All,7118896.17304605
t/day,EU,daily,0.2,2023-09-06,Total - All,7212957.17311904
t/day,EU,daily,0.2,2023-09-07,Total - All,7143213.62132317
t/day,EU,daily,0.2,2023-09-08,Total - All,7184094.78720834
t/day,EU,daily,0.2,2023-09-09,Total - All,6902297.7176212
t/day,EU,daily,0.2,2023-09-10,Total - All,6831547.56395799
t/day,EU,daily,0.2,2023-09-11,Total - All,7321195.2319853
t/day,EU,daily,0.2,2023-09-12,Total - All,7525803.2730325
t/day,EU,daily,0.2,2023-09-13,Total - All,7458328.47084987
t/day,EU,daily,0.2,2023-09-14,Total - All,7533386.50203832
t/day,EU,daily,0.2,2023-09-15,Total - All,7323041.7911972
t/day,EU,daily,0.2,2023-09-16,Total - All,6866849.22399751
t/day,EU,daily,0.2,2023-09-17,Total - All,6775764.77612137
t/day,EU,daily,0.2,2023-09-18,Total - All,7077027.08433843
t/day,EU,daily,0.2,2023-09-19,Total - All,7021354.71188254
t/day,EU,daily,0.2,2023-09-20,Total - All,7018012.70125201
t/day,EU,daily,0.2,2023-09-21,Total - All,7213778.31339682
t/day,EU,daily,0.2,2023-09-22,Total - All,7284412.01709979
t/day,EU,daily,0.2,2023-09-23,Total - All,6893159.13616314
t/day,EU,daily,0.2,2023-09-24,Total - All,6752465.52299623
t/day,EU,daily,0.2,2023-09-25,Total - All,7231255.84931823
t/day,EU,daily,0.2,2023-09-26,Total - All,7469903.38176786
t/day,EU,daily,0.2,2023-09-27,Total - All,7392358.00416082
t/day,EU,daily,0.2,2023-09-28,Total - All,7271238.78605066
t/day,EU,daily,0.2,2023-09-29,Total - All,7247776.9418622
t/day,EU,daily,0.2,2023-09-30,Total - All,6820251.64984025
t/day,EU,daily,0.2,2023-10-01,Total - All,6769649.00344376
t/day,EU,daily,0.2,2023-10-02,Total - All,7193460.95652505
t/day,EU,daily,0.2,2023-10-03,Total - All,6802784.05884776
t/day,EU,daily,0.2,2023-10-04,Total - All,6968824.92255382
t/day,EU,daily,0.2,2023-10-05,Total - All,7237045.52435812
t/day,EU,daily,0.2,2023-10-06,Total - All,7111998.69969183
t/day,EU,daily,0.2,2023-10-07,Total - All,6711206.1380631
t/day,EU,daily,0.2,2023-10-08,Total - All,6830605.24899173
t/day,EU,daily,0.2,2023-10-09,Total - All,7516562.94308228
t/day,EU,daily,0.2,2023-10-10,Total - All,7562454.74991972
t/day,EU,daily,0.2,2023-10-11,Total - All,7152256.97215113
t/day,EU,daily,0.2,2023-10-12,Total - All,7440793.95327811
t/day,EU,daily,0.2,2023-10-13,Total - All,7116591.06586044
t/day,EU,daily,0.2,2023-10-14,Total - All,6805599.89596754
t/day,EU,daily,0.2,2023-10-15,Total - All,6919887.78207792
t/day,EU,daily,0.2,2023-10-16,Total - All,7819167.90972307
t/day,EU,daily,0.2,2023-10-17,Total - All,7701542.0462138
t/day,EU,daily,0.2,2023-10-18,Total - All,7689240.62841483
t/day,EU,daily,0.2,2023-10-19,Total - All,7568361.79447626
t/day,EU,daily,0.2,2023-10-20,Total - All,7362800.51662868
t/day,EU,daily,0.2,2023-10-21,Total - All,6957724.62924421
t/day,EU,daily,0.2,2023-10-22,Total - All,7019119.66276339
t/day,EU,daily,0.2,2023-10-23,Total - All,7823508.78318343
t/day,EU,daily,0.2,2023-10-24,Total - All,7814447.56306736
t/day,EU,daily,0.2,2023-10-25,Total - All,7857560.84013886
t/day,EU,daily,0.2,2023-10-26,Total - All,7891658.95480155
t/day,EU,daily,0.2,2023-10-27,Total - All,7821858.79707551
t/day,EU,daily,0.2,2023-10-28,Total - All,7187374.6257911
t/day,EU,daily,0.2,2023-10-29,Total - All,6930380.1990217
t/day,EU,daily,0.2,2023-10-30,Total - All,7527696.43461161
t/day,EU,daily,0.2,2023-10-31,Total - All,7538095.63970888
t/day,EU,daily,0.2,2023-11-01,Total - All,7094087.77709953
t/day,EU,daily,0.2,2023-11-02,Total - All,7122887.91263334
t/day,EU,daily,0.2,2023-11-03,Total - All,7289727.67312291
t/day,EU,daily,0.2,2023-11-04,Total - All,7025589.85400632
t/day,EU,daily,0.2,2023-11-05,Total - All,6981267.09614573
t/day,EU,daily,0.2,2023-11-06,Total - All,7446731.28788977
t/day,EU,daily,0.2,2023-11-07,Total - All,7784158.0035475
t/day,EU,daily,0.2,2023-11-08,Total - All,7853621.7170905
t/day,EU,daily,0.2,2023-11-09,Total - All,7938854.33202113
t/day,EU,daily,0.2,2023-11-10,Total - All,8004816.25428311
t/day,EU,daily,0.2,2023-11-11,Total - All,7763493.65843782
t/day,EU,daily,0.2,2023-11-12,Total - All,7755428.46795059
t/day,EU,daily,0.2,2023-11-13,Total - All,7926100.95652421
t/day,EU,daily,0.2,2023-11-14,Total - All,7686845.58925826
t/day,EU,daily,0.2,2023-11-15,Total - All,8048348.36069681
